state,party4
oklahoma,democrat
oklahoma,independent
oklahoma,democrat
oklahoma,other\no preference\dk\refused
oklahoma,independent
oklahoma,republican
oklahoma,independent
oklahoma,democrat
oklahoma,independent
oklahoma,independent
oklahoma,democrat
oklahoma,democrat
oklahoma,democrat
texas,democrat
texas,democrat
texas,independent
west virginia,republican
texas,republican
texas,democrat
texas,independent
texas,republican
texas,republican
texas,independent
texas,republican
texas,independent
texas,republican
texas,republican
texas,democrat
texas,independent
texas,republican
texas,democrat
texas,democrat
texas,democrat
texas,republican
texas,democrat
texas,independent
texas,democrat
texas,independent
texas,republican
texas,democrat
texas,independent
texas,republican
texas,independent
texas,republican
texas,democrat
texas,republican
texas,republican
texas,independent
texas,republican
texas,democrat
texas,republican
texas,independent
texas,democrat
texas,independent
texas,republican
texas,independent
texas,republican
texas,republican
texas,republican
texas,other\no preference\dk\refused
texas,independent
texas,democrat
texas,independent
texas,democrat
texas,independent
texas,republican
texas,democrat
texas,other\no preference\dk\refused
texas,independent
texas,independent
texas,republican
texas,independent
texas,independent
texas,independent
texas,independent
texas,republican
texas,independent
texas,independent
texas,independent
texas,democrat
texas,republican
texas,independent
texas,other\no preference\dk\refused
texas,democrat
texas,independent
texas,republican
texas,independent
texas,independent
texas,democrat
texas,republican
texas,republican
texas,democrat
texas,independent
texas,democrat
texas,democrat
texas,independent
texas,republican
texas,other\no preference\dk\refused
texas,democrat
texas,democrat
texas,republican
texas,democrat
texas,democrat
texas,independent
texas,republican
texas,independent
texas,democrat
texas,independent
texas,democrat
texas,democrat
texas,independent
texas,democrat
texas,independent
texas,democrat
texas,independent
texas,independent
texas,independent
texas,democrat
texas,democrat
texas,republican
texas,republican
texas,republican
texas,republican
texas,republican
texas,democrat
texas,democrat
texas,republican
texas,republican
texas,republican
texas,democrat
texas,independent
texas,republican
texas,independent
texas,republican
texas,other\no preference\dk\refused
texas,republican
texas,independent
texas,democrat
texas,democrat
texas,democrat
texas,republican
texas,independent
texas,democrat
texas,republican
texas,republican
texas,republican
texas,democrat
texas,democrat
texas,democrat
texas,independent
texas,other\no preference\dk\refused
texas,republican
texas,independent
texas,independent
texas,independent
texas,independent
texas,republican
texas,republican
texas,independent
texas,democrat
texas,republican
texas,republican
texas,democrat
texas,republican
texas,republican
texas,republican
texas,democrat
texas,democrat
texas,democrat
texas,democrat
texas,independent
texas,republican
texas,republican
texas,republican
texas,independent
texas,republican
texas,republican
texas,independent
texas,republican
texas,independent
texas,independent
texas,democrat
texas,other\no preference\dk\refused
texas,independent
texas,independent
texas,democrat
texas,democrat
texas,democrat
texas,democrat
texas,republican
texas,democrat
texas,independent
texas,independent
texas,independent
texas,republican
texas,democrat
texas,democrat
texas,democrat
texas,democrat
texas,republican
texas,democrat
texas,democrat
texas,republican
texas,independent
texas,republican
texas,independent
texas,republican
texas,independent
texas,republican
texas,republican
texas,democrat
texas,republican
texas,independent
texas,independent
texas,republican
texas,republican
texas,other\no preference\dk\refused
texas,republican
texas,democrat
texas,republican
texas,republican
texas,democrat
texas,democrat
texas,independent
texas,independent
texas,republican
texas,democrat
texas,independent
texas,democrat
texas,republican
texas,independent
texas,democrat
texas,independent
texas,independent
texas,independent
texas,democrat
texas,independent
texas,independent
texas,democrat
texas,democrat
texas,independent
texas,independent
texas,other\no preference\dk\refused
texas,democrat
texas,independent
texas,independent
texas,democrat
texas,republican
texas,independent
texas,republican
texas,democrat
texas,independent
texas,republican
texas,republican
texas,republican
texas,independent
texas,republican
texas,democrat
texas,independent
texas,democrat
texas,republican
texas,democrat
texas,independent
texas,democrat
texas,republican
texas,democrat
texas,democrat
texas,independent
texas,republican
texas,independent
texas,independent
texas,democrat
texas,republican
texas,independent
texas,independent
texas,independent
texas,republican
texas,independent
texas,independent
texas,republican
texas,democrat
texas,republican
texas,democrat
texas,independent
texas,other\no preference\dk\refused
texas,democrat
texas,republican
texas,independent
texas,independent
texas,republican
texas,republican
texas,democrat
texas,republican
texas,democrat
texas,republican
texas,democrat
texas,democrat
texas,independent
texas,democrat
texas,independent
texas,other\no preference\dk\refused
texas,independent
texas,independent
texas,republican
texas,democrat
texas,independent
texas,republican
texas,independent
texas,democrat
texas,democrat
texas,republican
texas,independent
texas,independent
texas,independent
texas,republican
texas,democrat
texas,republican
texas,democrat
texas,democrat
texas,democrat
texas,democrat
texas,republican
texas,independent
texas,democrat
texas,independent
texas,republican
texas,republican
texas,independent
texas,independent
texas,independent
texas,independent
texas,democrat
texas,independent
texas,democrat
texas,independent
texas,independent
texas,independent
texas,democrat
texas,republican
texas,democrat
texas,independent
texas,republican
texas,independent
texas,independent
texas,independent
texas,republican
texas,democrat
texas,independent
texas,republican
texas,democrat
texas,republican
texas,independent
texas,independent
texas,democrat
texas,independent
texas,independent
texas,independent
texas,republican
texas,republican
texas,republican
texas,democrat
texas,republican
texas,republican
texas,democrat
texas,democrat
texas,other\no preference\dk\refused
texas,republican
texas,independent
texas,republican
texas,republican
texas,independent
texas,independent
texas,independent
texas,democrat
texas,republican
texas,republican
texas,democrat
texas,republican
texas,republican
texas,democrat
texas,democrat
texas,republican
texas,republican
texas,independent
texas,democrat
texas,independent
texas,republican
texas,republican
texas,republican
texas,democrat
texas,independent
texas,republican
texas,democrat
texas,other\no preference\dk\refused
texas,independent
texas,democrat
texas,republican
texas,democrat
texas,other\no preference\dk\refused
texas,independent
texas,republican
texas,democrat
texas,democrat
texas,republican
texas,other\no preference\dk\refused
texas,independent
texas,independent
texas,democrat
texas,republican
texas,independent
texas,democrat
texas,republican
texas,independent
texas,republican
texas,republican
texas,republican
texas,republican
texas,independent
texas,republican
texas,republican
texas,independent
texas,other\no preference\dk\refused
texas,democrat
texas,republican
texas,democrat
texas,republican
texas,democrat
texas,republican
texas,democrat
texas,democrat
texas,independent
texas,democrat
texas,republican
texas,independent
texas,democrat
texas,republican
texas,independent
texas,democrat
texas,independent
texas,republican
texas,democrat
texas,democrat
texas,republican
texas,democrat
texas,independent
texas,democrat
texas,republican
texas,independent
texas,democrat
texas,independent
texas,independent
texas,independent
texas,independent
texas,independent
texas,republican
texas,democrat
texas,republican
texas,republican
texas,democrat
texas,republican
texas,independent
texas,republican
texas,democrat
texas,democrat
texas,republican
texas,democrat
texas,independent
texas,independent
texas,independent
texas,democrat
texas,independent
texas,democrat
texas,republican
texas,democrat
texas,democrat
texas,independent
texas,republican
texas,democrat
texas,democrat
texas,democrat
texas,republican
texas,republican
texas,independent
texas,democrat
texas,democrat
texas,republican
texas,democrat
texas,independent
texas,republican
texas,other\no preference\dk\refused
texas,republican
texas,republican
texas,republican
texas,democrat
texas,democrat
texas,independent
texas,democrat
texas,democrat
texas,democrat
texas,republican
texas,independent
texas,democrat
texas,independent
texas,republican
texas,independent
texas,democrat
texas,independent
texas,democrat
texas,independent
texas,democrat
texas,democrat
texas,democrat
texas,independent
texas,independent
texas,republican
texas,republican
texas,republican
texas,republican
texas,democrat
texas,democrat
texas,independent
texas,independent
texas,democrat
texas,independent
texas,democrat
texas,republican
texas,other\no preference\dk\refused
texas,democrat
texas,independent
texas,independent
texas,republican
texas,republican
texas,independent
texas,democrat
texas,independent
texas,republican
texas,democrat
texas,other\no preference\dk\refused
texas,republican
texas,democrat
texas,democrat
texas,democrat
texas,independent
texas,republican
texas,independent
texas,independent
texas,democrat
texas,democrat
texas,democrat
texas,independent
texas,democrat
texas,democrat
texas,republican
texas,democrat
texas,democrat
texas,independent
texas,republican
texas,republican
texas,independent
texas,independent
texas,independent
texas,republican
texas,independent
texas,independent
texas,democrat
texas,independent
texas,independent
texas,independent
texas,republican
texas,republican
texas,democrat
texas,democrat
texas,republican
texas,republican
texas,independent
texas,democrat
texas,democrat
texas,independent
texas,independent
texas,republican
texas,independent
texas,democrat
texas,democrat
texas,democrat
texas,democrat
texas,democrat
texas,democrat
texas,democrat
texas,independent
texas,independent
texas,democrat
texas,republican
texas,independent
texas,independent
texas,republican
texas,republican
texas,independent
texas,democrat
texas,independent
texas,democrat
texas,republican
texas,democrat
texas,democrat
texas,other\no preference\dk\refused
texas,democrat
texas,democrat
texas,independent
texas,republican
texas,democrat
texas,democrat
texas,republican
texas,republican
texas,republican
texas,democrat
texas,independent
texas,independent
texas,independent
texas,democrat
texas,independent
texas,republican
texas,independent
texas,republican
texas,republican
texas,democrat
texas,democrat
texas,independent
texas,democrat
texas,republican
texas,republican
texas,republican
texas,democrat
texas,republican
texas,republican
texas,republican
texas,republican
texas,democrat
texas,democrat
texas,republican
texas,independent
texas,democrat
texas,independent
texas,republican
texas,republican
texas,republican
texas,republican
texas,independent
texas,independent
texas,republican
texas,republican
texas,independent
texas,independent
texas,republican
texas,republican
texas,independent
texas,republican
texas,republican
texas,independent
texas,republican
texas,democrat
texas,democrat
texas,independent
texas,democrat
texas,independent
texas,other\no preference\dk\refused
texas,independent
texas,democrat
texas,democrat
texas,democrat
texas,democrat
texas,democrat
texas,republican
texas,democrat
texas,republican
texas,democrat
texas,independent
texas,democrat
texas,democrat
washington,independent
colorado,republican
colorado,independent
colorado,democrat
colorado,democrat
colorado,independent
colorado,other\no preference\dk\refused
colorado,republican
colorado,democrat
colorado,democrat
colorado,republican
colorado,democrat
colorado,democrat
colorado,democrat
colorado,democrat
colorado,democrat
colorado,independent
colorado,independent
colorado,democrat
colorado,democrat
colorado,democrat
colorado,republican
colorado,other\no preference\dk\refused
colorado,republican
colorado,independent
colorado,democrat
colorado,republican
colorado,other\no preference\dk\refused
colorado,independent
colorado,democrat
colorado,independent
colorado,democrat
colorado,independent
colorado,republican
colorado,republican
colorado,republican
colorado,independent
colorado,democrat
colorado,republican
colorado,republican
colorado,republican
colorado,republican
colorado,democrat
colorado,republican
colorado,independent
colorado,independent
colorado,republican
colorado,independent
colorado,republican
colorado,republican
colorado,democrat
colorado,democrat
colorado,independent
colorado,democrat
colorado,republican
colorado,independent
colorado,independent
colorado,independent
colorado,democrat
colorado,democrat
colorado,republican
colorado,democrat
colorado,democrat
colorado,independent
colorado,independent
colorado,democrat
colorado,democrat
colorado,democrat
colorado,democrat
colorado,republican
colorado,independent
colorado,democrat
colorado,independent
colorado,democrat
colorado,democrat
colorado,democrat
colorado,democrat
colorado,democrat
colorado,republican
colorado,republican
colorado,democrat
colorado,independent
colorado,republican
colorado,independent
colorado,independent
colorado,republican
colorado,republican
colorado,republican
colorado,independent
colorado,democrat
colorado,democrat
colorado,independent
colorado,republican
colorado,republican
colorado,other\no preference\dk\refused
colorado,republican
colorado,other\no preference\dk\refused
colorado,republican
colorado,independent
colorado,republican
colorado,democrat
colorado,republican
colorado,democrat
colorado,republican
colorado,republican
colorado,democrat
colorado,democrat
colorado,republican
colorado,republican
colorado,republican
colorado,independent
colorado,republican
colorado,republican
colorado,independent
colorado,independent
colorado,other\no preference\dk\refused
colorado,republican
colorado,independent
colorado,independent
colorado,democrat
colorado,republican
colorado,independent
colorado,independent
colorado,republican
colorado,democrat
colorado,republican
colorado,democrat
colorado,republican
colorado,independent
colorado,republican
colorado,republican
colorado,republican
colorado,republican
colorado,republican
colorado,republican
colorado,independent
colorado,democrat
colorado,independent
colorado,independent
colorado,independent
colorado,republican
colorado,democrat
colorado,democrat
colorado,independent
colorado,independent
colorado,independent
colorado,republican
colorado,republican
colorado,independent
colorado,democrat
colorado,republican
colorado,democrat
colorado,republican
colorado,republican
colorado,independent
colorado,republican
colorado,democrat
colorado,democrat
colorado,independent
colorado,republican
colorado,republican
colorado,democrat
colorado,independent
colorado,democrat
colorado,independent
colorado,republican
wyoming,independent
wyoming,republican
wyoming,republican
wyoming,independent
arizona,independent
wyoming,republican
wyoming,republican
wyoming,republican
wyoming,republican
wyoming,republican
wyoming,republican
idaho,republican
idaho,independent
idaho,republican
idaho,independent
idaho,independent
idaho,independent
idaho,independent
idaho,independent
idaho,independent
idaho,republican
idaho,independent
idaho,republican
idaho,republican
idaho,democrat
idaho,independent
idaho,republican
idaho,independent
idaho,independent
idaho,republican
idaho,republican
idaho,independent
idaho,independent
idaho,republican
idaho,republican
idaho,democrat
idaho,democrat
idaho,independent
idaho,independent
idaho,independent
idaho,republican
idaho,republican
idaho,democrat
idaho,independent
idaho,republican
idaho,independent
idaho,democrat
idaho,independent
idaho,republican
idaho,democrat
idaho,democrat
idaho,democrat
idaho,republican
idaho,republican
idaho,independent
idaho,republican
idaho,republican
utah,republican
utah,republican
utah,democrat
utah,republican
utah,republican
utah,democrat
utah,republican
utah,independent
utah,republican
utah,independent
utah,republican
utah,republican
utah,republican
utah,independent
utah,republican
utah,independent
utah,republican
utah,republican
utah,republican
utah,republican
utah,republican
utah,independent
utah,republican
utah,democrat
utah,independent
utah,independent
utah,democrat
utah,independent
utah,democrat
utah,independent
utah,republican
utah,democrat
utah,republican
utah,other\no preference\dk\refused
utah,republican
utah,republican
utah,independent
utah,independent
utah,republican
utah,independent
utah,independent
utah,other\no preference\dk\refused
utah,democrat
utah,republican
utah,independent
utah,democrat
utah,independent
utah,republican
utah,democrat
utah,independent
utah,other\no preference\dk\refused
utah,independent
utah,other\no preference\dk\refused
utah,democrat
utah,democrat
utah,independent
utah,independent
utah,other\no preference\dk\refused
utah,democrat
utah,independent
utah,democrat
utah,democrat
utah,republican
utah,republican
utah,independent
utah,independent
utah,republican
utah,republican
utah,republican
utah,republican
utah,democrat
utah,republican
utah,independent
utah,democrat
utah,independent
utah,democrat
utah,republican
utah,independent
utah,republican
utah,independent
utah,republican
utah,independent
utah,republican
utah,democrat
utah,other\no preference\dk\refused
utah,republican
utah,republican
utah,independent
utah,independent
utah,democrat
utah,republican
utah,republican
utah,independent
utah,independent
utah,republican
utah,independent
utah,republican
utah,democrat
utah,independent
utah,republican
utah,republican
utah,democrat
arizona,democrat
arizona,democrat
arizona,independent
arizona,republican
arizona,democrat
arizona,independent
arizona,republican
arizona,independent
arizona,independent
arizona,independent
arizona,republican
arizona,independent
arizona,independent
arizona,republican
arizona,independent
arizona,independent
arizona,other\no preference\dk\refused
arizona,democrat
arizona,independent
arizona,independent
arizona,republican
arizona,democrat
arizona,democrat
arizona,democrat
arizona,independent
arizona,republican
arizona,democrat
arizona,independent
arizona,democrat
arizona,independent
arizona,independent
arizona,republican
arizona,republican
arizona,republican
arizona,republican
arizona,independent
arizona,democrat
arizona,republican
arizona,republican
arizona,republican
arizona,other\no preference\dk\refused
arizona,other\no preference\dk\refused
arizona,democrat
arizona,independent
arizona,independent
arizona,democrat
arizona,independent
arizona,democrat
arizona,independent
arizona,republican
arizona,independent
arizona,democrat
arizona,republican
arizona,republican
arizona,republican
arizona,independent
arizona,republican
arizona,republican
arizona,republican
arizona,democrat
arizona,republican
arizona,republican
arizona,democrat
arizona,independent
arizona,republican
arizona,republican
arizona,democrat
arizona,democrat
arizona,republican
arizona,republican
arizona,independent
arizona,independent
arizona,republican
arizona,independent
arizona,independent
arizona,independent
arizona,democrat
arizona,independent
arizona,democrat
arizona,democrat
arizona,independent
arizona,republican
arizona,democrat
arizona,democrat
arizona,republican
arizona,republican
arizona,republican
arizona,republican
arizona,democrat
arizona,republican
arizona,independent
arizona,democrat
arizona,independent
arizona,independent
arizona,democrat
arizona,independent
arizona,democrat
arizona,other\no preference\dk\refused
arizona,independent
arizona,other\no preference\dk\refused
arizona,democrat
arizona,democrat
arizona,independent
arizona,republican
arizona,democrat
arizona,democrat
arizona,independent
arizona,democrat
arizona,independent
arizona,democrat
arizona,independent
arizona,democrat
arizona,republican
arizona,republican
arizona,independent
arizona,republican
arizona,independent
arizona,democrat
arizona,republican
arizona,democrat
arizona,democrat
arizona,independent
arizona,democrat
arizona,republican
arizona,republican
arizona,democrat
arizona,independent
arizona,independent
arizona,independent
arizona,independent
arizona,democrat
arizona,republican
arizona,independent
arizona,democrat
arizona,independent
arizona,republican
arizona,republican
arizona,other\no preference\dk\refused
arizona,democrat
arizona,independent
arizona,democrat
arizona,republican
arizona,independent
arizona,democrat
arizona,independent
arizona,democrat
arizona,democrat
arizona,independent
arizona,independent
arizona,independent
arizona,democrat
arizona,independent
arizona,independent
arizona,republican
arizona,independent
arizona,independent
arizona,independent
arizona,republican
arizona,independent
arizona,independent
arizona,republican
arizona,independent
arizona,republican
arizona,democrat
arizona,republican
arizona,independent
arizona,republican
arizona,independent
arizona,independent
arizona,independent
arizona,republican
arizona,independent
arizona,republican
arizona,republican
arizona,independent
arizona,republican
arizona,democrat
arizona,independent
arizona,democrat
arizona,republican
arizona,independent
arizona,independent
arizona,democrat
arizona,democrat
arizona,republican
new mexico,democrat
new mexico,democrat
new mexico,independent
new mexico,democrat
new mexico,democrat
new mexico,democrat
new mexico,republican
new mexico,independent
new mexico,democrat
new mexico,democrat
new mexico,republican
new mexico,independent
new mexico,other\no preference\dk\refused
new mexico,independent
new mexico,democrat
new mexico,democrat
new mexico,democrat
new mexico,republican
new mexico,democrat
new mexico,independent
new mexico,democrat
new mexico,republican
new mexico,independent
new mexico,democrat
new mexico,democrat
new mexico,independent
new mexico,democrat
new mexico,independent
new mexico,republican
new mexico,democrat
new mexico,democrat
new mexico,independent
new mexico,independent
new mexico,independent
new mexico,independent
new mexico,republican
new mexico,republican
new mexico,independent
new mexico,republican
new mexico,independent
new mexico,republican
new mexico,republican
new mexico,republican
new mexico,republican
new mexico,republican
new mexico,democrat
new mexico,democrat
new mexico,independent
new mexico,republican
new mexico,independent
new mexico,democrat
texas,independent
new mexico,democrat
new mexico,democrat
new mexico,democrat
new mexico,republican
new mexico,democrat
new mexico,democrat
new mexico,independent
new mexico,independent
new mexico,democrat
new mexico,republican
new mexico,independent
new mexico,democrat
new mexico,republican
new mexico,republican
texas,republican
new mexico,democrat
new mexico,republican
new mexico,other\no preference\dk\refused
new mexico,republican
new mexico,democrat
new mexico,independent
new mexico,independent
new mexico,democrat
new mexico,republican
new mexico,republican
new mexico,independent
new mexico,independent
new mexico,republican
new mexico,democrat
nevada,democrat
nevada,independent
nevada,democrat
nevada,republican
nevada,democrat
nevada,democrat
nevada,independent
nevada,independent
nevada,democrat
nevada,republican
nevada,republican
nevada,democrat
nevada,republican
nevada,independent
nevada,democrat
nevada,democrat
nevada,republican
nevada,republican
nevada,independent
nevada,republican
nevada,democrat
nevada,democrat
nevada,independent
nevada,democrat
nevada,democrat
nevada,republican
nevada,democrat
nevada,democrat
nevada,independent
nevada,democrat
nevada,independent
nevada,democrat
nevada,independent
nevada,republican
nevada,independent
california,independent
nevada,independent
nevada,republican
nevada,democrat
nevada,independent
nevada,republican
nevada,democrat
nevada,independent
nevada,republican
nevada,independent
nevada,other\no preference\dk\refused
nevada,independent
nevada,republican
nevada,other\no preference\dk\refused
nevada,democrat
nevada,other\no preference\dk\refused
nevada,independent
nevada,republican
nevada,democrat
nevada,republican
nevada,republican
nevada,republican
california,democrat
california,democrat
california,democrat
california,independent
california,democrat
california,democrat
california,democrat
california,democrat
california,independent
california,democrat
california,democrat
california,democrat
california,democrat
california,democrat
california,democrat
california,republican
california,democrat
california,democrat
california,independent
california,democrat
california,independent
california,republican
california,democrat
california,democrat
california,democrat
california,democrat
california,democrat
california,republican
california,democrat
california,democrat
california,other\no preference\dk\refused
california,independent
california,democrat
california,democrat
california,democrat
california,republican
california,democrat
california,independent
california,republican
california,republican
california,democrat
california,democrat
california,republican
california,republican
california,democrat
california,democrat
california,democrat
california,democrat
california,democrat
california,republican
washington,democrat
california,democrat
california,independent
california,independent
california,democrat
california,democrat
california,republican
california,republican
california,democrat
california,independent
california,independent
california,democrat
california,democrat
california,independent
california,republican
california,democrat
california,independent
california,republican
california,independent
california,democrat
california,republican
california,democrat
california,democrat
california,other\no preference\dk\refused
california,democrat
california,independent
california,independent
california,independent
california,democrat
california,independent
california,independent
california,other\no preference\dk\refused
california,republican
california,republican
california,independent
california,democrat
california,other\no preference\dk\refused
california,republican
california,democrat
california,independent
california,democrat
california,other\no preference\dk\refused
california,republican
california,republican
california,independent
california,republican
california,democrat
california,democrat
california,republican
california,republican
california,democrat
california,republican
california,independent
california,republican
california,independent
california,republican
california,independent
california,democrat
california,democrat
california,independent
california,democrat
california,democrat
california,democrat
california,other\no preference\dk\refused
california,independent
california,republican
california,democrat
california,independent
california,democrat
oregon,democrat
california,independent
california,democrat
california,democrat
california,republican
california,independent
california,democrat
california,republican
california,democrat
california,independent
california,independent
california,democrat
california,democrat
california,democrat
california,republican
california,democrat
california,independent
california,republican
california,independent
california,democrat
california,other\no preference\dk\refused
california,democrat
california,democrat
california,democrat
california,other\no preference\dk\refused
california,independent
california,democrat
california,independent
california,independent
california,democrat
california,democrat
california,republican
california,republican
california,independent
california,democrat
california,independent
california,republican
california,republican
california,independent
california,democrat
california,democrat
california,republican
california,republican
california,democrat
california,republican
california,democrat
california,democrat
california,independent
california,democrat
california,republican
california,democrat
california,democrat
california,republican
california,democrat
california,independent
california,independent
california,republican
california,democrat
california,other\no preference\dk\refused
california,independent
california,democrat
california,independent
california,independent
california,independent
california,democrat
california,other\no preference\dk\refused
california,democrat
california,democrat
california,democrat
california,republican
california,independent
california,independent
california,democrat
california,independent
california,republican
california,republican
california,independent
california,republican
california,democrat
california,republican
california,other\no preference\dk\refused
california,republican
california,democrat
california,independent
california,democrat
california,republican
california,republican
california,democrat
california,republican
california,democrat
california,republican
california,democrat
california,democrat
california,republican
california,independent
california,independent
california,democrat
california,republican
california,independent
california,republican
california,republican
california,democrat
california,democrat
california,democrat
california,democrat
california,democrat
california,democrat
california,democrat
california,democrat
california,democrat
california,independent
california,independent
california,independent
california,republican
california,republican
california,democrat
california,other\no preference\dk\refused
california,independent
california,democrat
california,independent
california,democrat
california,republican
california,republican
california,republican
california,republican
california,republican
california,independent
california,other\no preference\dk\refused
california,republican
california,republican
california,independent
california,democrat
california,democrat
california,republican
california,republican
california,democrat
california,independent
california,independent
california,democrat
california,republican
california,independent
california,democrat
california,other\no preference\dk\refused
california,republican
california,republican
california,independent
california,independent
california,republican
california,republican
california,independent
california,other\no preference\dk\refused
california,democrat
california,independent
california,independent
california,independent
california,democrat
california,independent
california,democrat
california,republican
california,independent
california,independent
california,republican
california,republican
california,independent
california,other\no preference\dk\refused
california,democrat
california,independent
california,democrat
california,independent
california,republican
california,independent
california,democrat
california,independent
california,democrat
california,democrat
california,democrat
california,democrat
california,republican
california,republican
california,independent
california,republican
california,republican
california,independent
california,republican
california,independent
california,democrat
california,democrat
california,independent
california,democrat
california,democrat
california,republican
california,republican
california,republican
california,independent
california,independent
california,republican
california,democrat
california,republican
california,republican
california,independent
california,democrat
california,democrat
california,independent
california,republican
california,republican
california,independent
california,republican
california,independent
california,independent
california,independent
california,republican
california,independent
california,independent
california,democrat
california,republican
california,democrat
california,independent
california,republican
california,independent
california,democrat
california,democrat
california,independent
california,independent
california,republican
california,republican
california,democrat
california,democrat
california,democrat
california,republican
california,democrat
california,democrat
california,independent
california,independent
california,republican
california,democrat
california,independent
california,democrat
california,democrat
california,republican
california,republican
california,democrat
california,other\no preference\dk\refused
california,democrat
california,republican
california,independent
california,democrat
california,independent
california,independent
california,republican
california,democrat
california,other\no preference\dk\refused
california,independent
california,independent
california,republican
california,independent
california,republican
california,democrat
california,republican
california,independent
california,democrat
california,democrat
california,independent
california,independent
california,democrat
california,independent
california,independent
california,republican
california,democrat
california,independent
california,democrat
california,republican
california,other\no preference\dk\refused
california,independent
california,independent
california,independent
california,independent
california,democrat
california,other\no preference\dk\refused
california,republican
california,independent
california,independent
california,democrat
california,democrat
california,republican
california,democrat
california,republican
california,republican
california,independent
california,independent
california,independent
california,independent
california,republican
california,independent
california,democrat
california,republican
california,independent
california,other\no preference\dk\refused
california,republican
california,republican
california,democrat
california,republican
california,democrat
california,independent
california,democrat
california,republican
california,democrat
california,democrat
california,independent
california,democrat
california,republican
california,other\no preference\dk\refused
california,republican
california,republican
california,republican
california,independent
california,independent
california,republican
california,other\no preference\dk\refused
california,republican
california,republican
california,democrat
california,republican
california,democrat
california,democrat
california,independent
california,independent
california,democrat
california,independent
california,independent
california,independent
california,republican
california,other\no preference\dk\refused
california,democrat
california,democrat
california,republican
california,republican
california,republican
california,democrat
california,democrat
california,independent
california,democrat
california,democrat
california,independent
california,independent
california,republican
california,independent
california,democrat
california,independent
california,independent
california,independent
california,democrat
california,republican
california,democrat
california,other\no preference\dk\refused
california,independent
california,other\no preference\dk\refused
california,republican
california,republican
california,independent
california,republican
california,democrat
california,independent
california,independent
california,other\no preference\dk\refused
california,democrat
california,democrat
california,republican
california,democrat
california,independent
california,independent
california,republican
california,republican
california,democrat
california,independent
california,democrat
california,republican
california,republican
california,democrat
california,independent
california,independent
california,democrat
california,republican
california,democrat
california,other\no preference\dk\refused
california,other\no preference\dk\refused
california,republican
california,republican
california,other\no preference\dk\refused
california,independent
california,independent
california,republican
california,democrat
california,republican
california,republican
california,independent
california,democrat
california,republican
california,republican
california,republican
california,independent
california,democrat
california,independent
california,independent
california,independent
california,republican
california,independent
california,democrat
california,democrat
california,democrat
california,independent
california,independent
california,independent
california,democrat
california,republican
california,independent
california,republican
california,democrat
california,republican
california,democrat
california,independent
california,republican
california,republican
california,democrat
california,republican
california,democrat
california,republican
california,independent
california,independent
california,democrat
california,independent
california,republican
california,democrat
california,independent
california,independent
california,democrat
california,democrat
california,democrat
california,independent
california,democrat
california,independent
california,democrat
california,independent
california,democrat
california,democrat
california,republican
california,independent
california,democrat
california,democrat
california,democrat
california,independent
california,republican
california,independent
california,democrat
california,democrat
california,democrat
california,independent
california,democrat
california,democrat
california,independent
california,democrat
california,democrat
california,democrat
california,democrat
california,independent
california,other\no preference\dk\refused
california,independent
california,independent
california,democrat
california,independent
california,other\no preference\dk\refused
california,democrat
california,democrat
california,independent
california,democrat
california,independent
california,democrat
california,democrat
california,independent
california,democrat
california,republican
california,republican
california,democrat
california,republican
california,democrat
california,republican
california,democrat
california,other\no preference\dk\refused
california,democrat
california,independent
california,democrat
california,democrat
california,democrat
california,republican
california,independent
california,independent
california,republican
california,independent
california,democrat
california,independent
california,democrat
california,republican
california,independent
california,democrat
california,democrat
california,republican
california,independent
california,republican
california,democrat
california,other\no preference\dk\refused
california,democrat
california,independent
california,democrat
california,independent
california,independent
california,democrat
california,democrat
california,democrat
california,democrat
california,democrat
california,democrat
california,independent
california,democrat
california,republican
california,independent
california,republican
california,independent
california,democrat
california,independent
california,democrat
california,democrat
california,other\no preference\dk\refused
california,democrat
california,independent
california,republican
california,independent
california,democrat
california,republican
california,independent
california,republican
california,independent
california,republican
california,republican
california,democrat
california,independent
california,democrat
california,democrat
california,democrat
california,independent
california,independent
california,republican
california,independent
california,democrat
california,democrat
california,other\no preference\dk\refused
california,independent
california,democrat
california,democrat
california,independent
california,independent
california,democrat
california,democrat
california,democrat
california,independent
california,democrat
california,democrat
california,democrat
california,independent
california,other\no preference\dk\refused
california,democrat
california,democrat
california,democrat
california,republican
california,democrat
california,democrat
california,democrat
california,independent
california,republican
california,democrat
california,democrat
california,democrat
california,democrat
california,republican
california,democrat
california,democrat
california,independent
california,democrat
california,democrat
california,democrat
california,democrat
california,independent
california,republican
california,independent
california,democrat
california,democrat
california,democrat
california,democrat
california,democrat
california,independent
california,democrat
california,republican
california,republican
california,democrat
california,independent
california,independent
california,independent
california,republican
california,other\no preference\dk\refused
california,democrat
california,republican
california,democrat
california,democrat
california,democrat
california,republican
california,independent
california,independent
california,republican
california,democrat
california,independent
california,independent
california,independent
california,democrat
california,independent
california,independent
california,independent
california,republican
california,other\no preference\dk\refused
california,independent
california,democrat
california,independent
california,democrat
california,independent
california,democrat
california,republican
california,democrat
california,republican
california,independent
california,democrat
california,other\no preference\dk\refused
california,other\no preference\dk\refused
california,independent
california,independent
california,democrat
california,independent
california,independent
california,democrat
california,independent
california,democrat
california,independent
california,democrat
california,republican
california,democrat
california,democrat
california,independent
california,democrat
california,independent
california,republican
